ObjectId,goal_code,goal_labelEN,goal_descEN,target_code,target_descEN,indicator_code,indicator_reference,indicator_descEN,series_release,series_tags,series,seriesDescription,geoAreaCode,geoAreaName,level_,parentCode,parentName,type,X,Y,ISO3,UN_Member,Country_Profile,sex_code,sex_desc,disability_status_code,disability_status_desc,UnitMultiplier,Units_code,Units_desc,timeSeries_id,timeSeries_keys,n_years,min_year,max_year,years,value_2005,value_2006,value_2007,value_2008,value_2009,value_2010,value_2011,value_2012,value_2013,value_2014,value_2015,value_2016,value_2017,value_2018,value_2019,latest_value,footnotes,nature
208,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",380,Italy,5,39,Southern Europe,Country,12.57022427,42.79917282,ITA,1,1,M,Male,_T,No breakdown by disability,,PT,Percentage,SL_TLF_UEMDIS__M___T,sex__disability_status,1,2012,2012,[2012],,,,,,,,13,,,,,,,,13,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,C: Country data
209,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",380,Italy,5,39,Southern Europe,Country,12.57022427,42.79917282,ITA,1,1,M,Male,PD,Persons with disability,,PT,Percentage,SL_TLF_UEMDIS__M__PD,sex__disability_status,1,2012,2012,[2012],,,,,,,,33,,,,,,,,33,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,C: Country data
210,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",380,Italy,5,39,Southern Europe,Country,12.57022427,42.79917282,ITA,1,1,M,Male,PWD,Persons without disability,,PT,Percentage,SL_TLF_UEMDIS__M__PWD,sex__disability_status,1,2012,2012,[2012],,,,,,,,13,,,,,,,,13,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,C: Country data
211,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",418,Lao People's Democratic Republic,4,35,South-Eastern Asia,Country,101.9901968,20.27482773,LAO,1,1,_T,Both sexes,_T,No breakdown by disability,,PT,Percentage,SL_TLF_UEMDIS___T___T,sex__disability_status,1,2017,2017,[2017],,,,,,,,,,,,,9.4,,,9.4,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised,C: Country data
212,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",418,Lao People's Democratic Republic,4,35,South-Eastern Asia,Country,101.9901968,20.27482773,LAO,1,1,_T,Both sexes,PD,Persons with disability,,PT,Percentage,SL_TLF_UEMDIS___T__PD,sex__disability_status,1,2017,2017,[2017],,,,,,,,,,,,,1.5,,,1.5,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised,C: Country data
213,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",418,Lao People's Democratic Republic,4,35,South-Eastern Asia,Country,101.9901968,20.27482773,LAO,1,1,_T,Both sexes,PWD,Persons without disability,,PT,Percentage,SL_TLF_UEMDIS___T__PWD,sex__disability_status,1,2017,2017,[2017],,,,,,,,,,,,,9.4,,,9.4,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised,C: Country data
214,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",418,Lao People's Democratic Republic,4,35,South-Eastern Asia,Country,101.9901968,20.27482773,LAO,1,1,F,Female,_T,No breakdown by disability,,PT,Percentage,SL_TLF_UEMDIS__F___T,sex__disability_status,1,2017,2017,[2017],,,,,,,,,,,,,7.8,,,7.8,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised,C: Country data
215,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",418,Lao People's Democratic Republic,4,35,South-Eastern Asia,Country,101.9901968,20.27482773,LAO,1,1,F,Female,PWD,Persons without disability,,PT,Percentage,SL_TLF_UEMDIS__F__PWD,sex__disability_status,1,2017,2017,[2017],,,,,,,,,,,,,7.8,,,7.8,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised,C: Country data
216,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",418,Lao People's Democratic Republic,4,35,South-Eastern Asia,Country,101.9901968,20.27482773,LAO,1,1,M,Male,_T,No breakdown by disability,,PT,Percentage,SL_TLF_UEMDIS__M___T,sex__disability_status,1,2017,2017,[2017],,,,,,,,,,,,,10.8,,,10.8,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised,C: Country data
217,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",418,Lao People's Democratic Republic,4,35,South-Eastern Asia,Country,101.9901968,20.27482773,LAO,1,1,M,Male,PD,Persons with disability,,PT,Percentage,SL_TLF_UEMDIS__M__PD,sex__disability_status,1,2017,2017,[2017],,,,,,,,,,,,,1.9,,,1.9,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised,C: Country data
218,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",418,Lao People's Democratic Republic,4,35,South-Eastern Asia,Country,101.9901968,20.27482773,LAO,1,1,M,Male,PWD,Persons without disability,,PT,Percentage,SL_TLF_UEMDIS__M__PWD,sex__disability_status,1,2017,2017,[2017],,,,,,,,,,,,,10.8,,,10.8,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised,C: Country data
219,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",428,Latvia,5,154,Northern Europe,Country,26.42461876,56.64196636,LVA,1,1,_T,Both sexes,_T,No breakdown by disability,,PT,Percentage,SL_TLF_UEMDIS___T___T,sex__disability_status,1,2012,2012,[2012],,,,,,,,15,,,,,,,,15,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,C: Country data
220,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",428,Latvia,5,154,Northern Europe,Country,26.42461876,56.64196636,LVA,1,1,_T,Both sexes,PD,Persons with disability,,PT,Percentage,SL_TLF_UEMDIS___T__PD,sex__disability_status,1,2012,2012,[2012],,,,,,,,26,,,,,,,,26,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,C: Country data
221,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",428,Latvia,5,154,Northern Europe,Country,26.42461876,56.64196636,LVA,1,1,_T,Both sexes,PWD,Persons without disability,,PT,Percentage,SL_TLF_UEMDIS___T__PWD,sex__disability_status,1,2012,2012,[2012],,,,,,,,13,,,,,,,,13,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,C: Country data
222,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",428,Latvia,5,154,Northern Europe,Country,26.42461876,56.64196636,LVA,1,1,F,Female,_T,No breakdown by disability,,PT,Percentage,SL_TLF_UEMDIS__F___T,sex__disability_status,1,2012,2012,[2012],,,,,,,,12,,,,,,,,12,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,C: Country data
